commercial_area,sex,total_sales
삼청동,MALE,20752620674.0
삼청동,FEMALE,25838186913.0
삼호가든사거리,MALE,8284971247.0
삼호가든사거리,FEMALE,7790720723.0
상계2동주민센터,MALE,2921022210.0
상계2동주민센터,FEMALE,1641882952.0
상계5동주민센터,MALE,6707094029.0
상계5동주민센터,FEMALE,2574682365.0
상계백병원,MALE,2418035648.0
상계백병원,FEMALE,2234077196.0
상계역,MALE,29234660454.0
상계역,FEMALE,17879288586.0
상계제일중학교,MALE,2437059734.0
상계제일중학교,FEMALE,1219843907.0
상계주공1단지(가)상가,MALE,49213950.0
상계주공1단지(가)상가,FEMALE,28100994.0
상계중앙시장,MALE,2313344449.0
상계중앙시장,FEMALE,1222838030.0
상계초등학교,MALE,2618700457.0
상계초등학교,FEMALE,1284955504.0
상도1동주민센터앞,MALE,1080322458.0
상도1동주민센터앞,FEMALE,981697583.0
상도4동주민센터,MALE,1320068714.0
상도4동주민센터,FEMALE,650088854.0
상도도깨비 골목형상점가,MALE,1149976786.0
상도도깨비 골목형상점가,FEMALE,551585922.0
상도약수골목형상점가,MALE,516857843.0
상도약수골목형상점가,FEMALE,417471865.0
상도역 1번,MALE,1944617946.0
상도역 1번,FEMALE,1554795750.0
상도역 2번,MALE,527209077.0
상도역 2번,FEMALE,303294223.0
상도역 5번,MALE,8298124145.0
상도역 5번,FEMALE,6291040365.0
상도전통시장,MALE,4394762828.0
상도전통시장,FEMALE,3182387401.0
상도초등학교,MALE,119959641.0
상도초등학교,FEMALE,86404136.0
상봉역,MALE,36149138764.0
상봉역,FEMALE,25574154172.0
상봉역 3번,MALE,19470724531.0
상봉역 3번,FEMALE,10787338442.0
상봉역 4번,MALE,4682390467.0
상봉역 4번,FEMALE,2735999684.0
상봉역 7번,MALE,230084708.0
상봉역 7번,FEMALE,107876266.0
상수역 4번,MALE,4063829849.0
상수역 4번,FEMALE,3650989520.0
상수역(홍대),MALE,18455501615.0
상수역(홍대),FEMALE,23434852707.0
상신초등학교입구,MALE,379426464.0
상신초등학교입구,FEMALE,305593082.0
상암동상점가,MALE,32638138580.0
상암동상점가,FEMALE,19007326272.0
상왕십리역 3번,MALE,3859747051.0
상왕십리역 3번,FEMALE,2214939928.0
상왕십리역 6번,MALE,1083532407.0
상왕십리역 6번,FEMALE,882399297.0
상월곡역 1번,MALE,3503911285.0
상월곡역 1번,FEMALE,2792025463.0
상월곡역 2번,MALE,2765230700.0
상월곡역 2번,FEMALE,1767801526.0
상월곡역 3번,MALE,644783317.0
상월곡역 3번,FEMALE,332204780.0
상일여고(상일초등학교),MALE,18623055220.0
상일여고(상일초등학교),FEMALE,10433517827.0
새남터성지,MALE,389238873.0
새남터성지,FEMALE,235276249.0
새마을시장,MALE,23434803339.0
새마을시장,FEMALE,15603791613.0
새절역 2번,MALE,2355165106.0
새절역 2번,FEMALE,1226197009.0
새절역 3번,MALE,1799353582.0
새절역 3번,FEMALE,1199159629.0
새터산,MALE,941561183.0
새터산,FEMALE,666889825.0
샘말어린이공원,MALE,256930739.0
샘말어린이공원,FEMALE,161421933.0
샤로수길,MALE,26049819128.0
샤로수길,FEMALE,20859482433.0
서강대역 1번,MALE,6976174078.0
서강대역 1번,FEMALE,5457014834.0
서경대학교,MALE,4809920968.0
서경대학교,FEMALE,3390662988.0
서교동(홍대),MALE,22827688132.0
서교동(홍대),FEMALE,19312726439.0
서교시장,MALE,873621229.0
서교시장,FEMALE,788426952.0
서대문구보건소별관,MALE,816464272.0
서대문구보건소별관,FEMALE,557221981.0
서대문소방서,MALE,1623753225.0
서대문소방서,FEMALE,1852015723.0
서대문역,MALE,26317611646.0
서대문역,FEMALE,16417636749.0
서대문우체국,MALE,649275780.0
서대문우체국,FEMALE,1062446485.0
서래마을카페거리(서래마을),MALE,23534599006.0
서래마을카페거리(서래마을),FEMALE,19691395491.0
서래초등학교,MALE,1217688402.0
서래초등학교,FEMALE,1225327591.0
서문여고,MALE,512860630.0
서문여고,FEMALE,233074237.0
서빙고동주민센터,MALE,936521049.0
서빙고동주민센터,FEMALE,478930596.0
서빙고역 1번,MALE,27603796.0
서빙고역 1번,FEMALE,18031190.0
서서울 골목형상점가,MALE,1766646652.0
서서울 골목형상점가,FEMALE,1533940590.0
서서울호수공원,MALE,162582565.0
서서울호수공원,FEMALE,177983892.0
서연중학교,MALE,1425796937.0
서연중학교,FEMALE,2818444747.0
서울고교교차로,MALE,1419856786.0
서울고교교차로,FEMALE,843182448.0
서울공연예술고등학교,MALE,740985776.0
서울공연예술고등학교,FEMALE,736157005.0
서울과학기술대,MALE,3632180640.0
서울과학기술대,FEMALE,2939354542.0
서울교통공사,MALE,1293339233.0
서울교통공사,FEMALE,635335677.0
서울국제고등학교,MALE,2266206812.0
서울국제고등학교,FEMALE,1835374473.0
서울금융고등학교,MALE,878563593.0
서울금융고등학교,FEMALE,394884653.0
서울남부지방법원,MALE,7540253188.0
서울남부지방법원,FEMALE,5618325547.0
서울대병원,MALE,1769491816.0
서울대병원,FEMALE,2005753508.0
서울대입구역,MALE,53442381916.0
서울대입구역,FEMALE,35839595220.0
서울대입구역 8번,MALE,1618538220.0
서울대입구역 8번,FEMALE,779588009.0
서울독일학교,MALE,4411894464.0
서울독일학교,FEMALE,4750607985.0
서울북부고용노동지청,MALE,1608981064.0
서울북부고용노동지청,FEMALE,686788379.0
서울산업정보학교(서울삼성초등학교),MALE,13396961.0
서울산업정보학교(서울삼성초등학교),FEMALE,5111399.0
서울서부지방법원,MALE,7454133381.0
서울서부지방법원,FEMALE,4366401395.0
서울세관,MALE,13487976656.0
서울세관,FEMALE,8236633158.0
서울숲역,MALE,1548982786.0
서울숲역,FEMALE,1386294912.0
서울숲역 1번,MALE,263154313.0
서울숲역 1번,FEMALE,480433189.0
서울숲카페거리,MALE,25143936.0
서울숲카페거리,FEMALE,82712097.0
서울시립대,MALE,3572807960.0
서울시립대,FEMALE,2922124477.0
서울시인재개발원,MALE,287970106.0
서울시인재개발원,FEMALE,115434956.0
서울시청,MALE,29556446431.0
서울시청,FEMALE,23810480150.0
서울시흥동우체국(홈플러스시흥점),MALE,8103295511.0
서울시흥동우체국(홈플러스시흥점),FEMALE,6136216483.0
서울약령시장,MALE,5133651620.0
서울약령시장,FEMALE,2004088366.0
서울여자간호대학교,MALE,1739153920.0
서울여자간호대학교,FEMALE,1327153639.0
서울역,MALE,39091248739.0
서울역,FEMALE,29047965635.0
서울역 12번,MALE,10015251027.0
서울역 12번,FEMALE,5684219955.0
서울역 15번,MALE,4688849673.0
서울역 15번,FEMALE,2982805302.0
서울중앙시장(신중앙시장),MALE,16995659959.0
서울중앙시장(신중앙시장),FEMALE,10692015943.0
서울지방병무청,MALE,2662062590.0
서울지방병무청,FEMALE,1995216257.0
서울축산농협 독산역지점(독산파출소),MALE,2161877554.0
서울축산농협 독산역지점(독산파출소),FEMALE,673547114.0
서울프랑스학교,MALE,517967716.0
서울프랑스학교,FEMALE,336697183.0
서원동상점가,MALE,52054370464.0
서원동상점가,FEMALE,31651541306.0
서원동주민센터(신관중학교),MALE,1088556422.0
서원동주민센터(신관중학교),FEMALE,503528959.0
서일대학교,MALE,3452284798.0
서일대학교,FEMALE,3131265155.0
서초3동사거리,MALE,27469427448.0
서초3동사거리,FEMALE,23803985961.0
서초동성당,MALE,1748478905.0
서초동성당,FEMALE,1263212834.0
서초역,MALE,36589397040.0
서초역,FEMALE,23043733383.0
서초중학교,MALE,1263460987.0
서초중학교,FEMALE,699078264.0
서촌(경복궁역),MALE,23848305153.0
서촌(경복궁역),FEMALE,30358728984.0
석계역 1번,MALE,12143380244.0
석계역 1번,FEMALE,7274164040.0
석계역 2번,MALE,3978128013.0
석계역 2번,FEMALE,1760707910.0
석계역 7번,MALE,27770599420.0
석계역 7번,FEMALE,13696477681.0
석관고등학교,MALE,823710522.0
석관고등학교,FEMALE,334136429.0
석관시장,MALE,404050286.0
석관시장,FEMALE,220879058.0
석관중앙교회,MALE,1733503275.0
석관중앙교회,FEMALE,876402635.0
석수역 1번 출입구,MALE,3391504557.0
석수역 1번 출입구,FEMALE,1478748410.0
석촌고분역,MALE,20351972978.0
석촌고분역,FEMALE,12837620461.0
석촌고분역 1번,MALE,6832900747.0
석촌고분역 1번,FEMALE,5080888177.0
석촌고분역 3번,MALE,1287980364.0
석촌고분역 3번,FEMALE,756469978.0
석촌고분역 4번,MALE,3598108717.0
석촌고분역 4번,FEMALE,1723602350.0
석촌시장,MALE,14002469886.0
석촌시장,FEMALE,8166153308.0
석촌역 3번,MALE,3973875800.0
석촌역 3번,FEMALE,2388995840.0
석촌역 6번,MALE,2071022767.0
석촌역 6번,FEMALE,1076549675.0
석촌역 7번,MALE,18457744078.0
석촌역 7번,FEMALE,11326118828.0
석촌역(석촌호수),MALE,23455487244.0
석촌역(석촌호수),FEMALE,22144002310.0
석촌중학교(방이육교),MALE,14123288.0
석촌중학교(방이육교),FEMALE,17953948.0
선릉역,MALE,106107216748.0
선릉역,FEMALE,70313283336.0
선사초등학교,MALE,521430223.0
선사초등학교,FEMALE,224828774.0
선유도역 1번,MALE,9371397564.0
선유도역 1번,FEMALE,7338280336.0
선유도역 6번,MALE,8526382541.0
선유도역 6번,FEMALE,4084114859.0
선유도역 골목형상점가,MALE,13074953505.0
선유도역 골목형상점가,FEMALE,7798749870.0
선일여고,MALE,871687064.0
선일여고,FEMALE,1135640575.0
선정릉역,MALE,16077323453.0
선정릉역,FEMALE,11439362793.0
선정릉역 4번,MALE,4675431374.0
선정릉역 4번,FEMALE,2127099922.0
선정중학교,MALE,78826678.0
선정중학교,FEMALE,62320641.0
성곡미술관,MALE,5023135823.0
성곡미술관,FEMALE,5619621518.0
성균관대학교,MALE,3822129726.0
성균관대학교,FEMALE,3535750048.0
성남고등학교,MALE,1083903051.0
성남고등학교,FEMALE,745827262.0
성내전통시장,MALE,1928496333.0
성내전통시장,FEMALE,1187715557.0
성내중학교,MALE,156157239.0
성내중학교,FEMALE,121166376.0
성내천어린이공원(하니사랑길),MALE,6335680198.0
성내천어린이공원(하니사랑길),FEMALE,5078158521.0
성대전통시장(성대시장),MALE,10436502517.0
성대전통시장(성대시장),FEMALE,7917603503.0
성동구립금호도서관,MALE,438339645.0
성동구립금호도서관,FEMALE,248794322.0
성동구보건소,MALE,1496574154.0
성동구보건소,FEMALE,776524527.0
성동세무서,MALE,1830473753.0
성동세무서,FEMALE,703490357.0
성동용답상가시장,MALE,14846577057.0
성동용답상가시장,FEMALE,9127185889.0
성동초등학교,MALE,736893478.0
성동초등학교,FEMALE,540907606.0
성미산체육관,MALE,1821305899.0
성미산체육관,FEMALE,1019001982.0
성북구청,MALE,9215752745.0
성북구청,FEMALE,7518837125.0
성북초등학교앞,MALE,3315495842.0
성북초등학교앞,FEMALE,2483639048.0
성산중학교,MALE,4743382699.0
성산중학교,FEMALE,6124964611.0
성서초등학교,MALE,2418113739.0
성서초등학교,FEMALE,1540257224.0
성수119안전센터,MALE,4209127697.0
성수119안전센터,FEMALE,2732898249.0
성수1가1동주민센터,MALE,944956233.0
성수1가1동주민센터,FEMALE,749567333.0
성수2가3동주민센터,MALE,767604803.0
성수2가3동주민센터,FEMALE,971855426.0
성수대교남단,MALE,20204579630.0
성수대교남단,FEMALE,17646742506.0
성수동카페거리,MALE,13837278682.0
성수동카페거리,FEMALE,16342115339.0
성수역,MALE,47264743044.0
성수역,FEMALE,40512449367.0
성수역 골목형상점가,MALE,172488126.0
성수역 골목형상점가,FEMALE,89355688.0
성수초등학교,MALE,8317183557.0
성수초등학교,FEMALE,5136942660.0
성신여대,MALE,58114745723.0
성신여대,FEMALE,58440296091.0
성신여대운정그린캠퍼스,MALE,6051965905.0
성신여대운정그린캠퍼스,FEMALE,3865739881.0
성신여대입구역 1번,MALE,2510253849.0
성신여대입구역 1번,FEMALE,1719690419.0
성신여대입구역 4번,MALE,2662301398.0
성신여대입구역 4번,FEMALE,4570908633.0
성신여대입구역 7번,MALE,2250665598.0
성신여대입구역 7번,FEMALE,1663844510.0
성심여자고등학교,MALE,1810889951.0
성심여자고등학교,FEMALE,1040800391.0
성원어린이공원,MALE,1560383493.0
성원어린이공원,FEMALE,714864727.0
성원중학교,MALE,6187000023.0
성원중학교,FEMALE,3927178831.0
성자초등학교,MALE,2788665655.0
성자초등학교,FEMALE,1821425550.0
세검정,MALE,647334339.0
세검정,FEMALE,553732414.0
세검정초등학교,MALE,1094848704.0
세검정초등학교,FEMALE,790872081.0
세곡초등학교,MALE,2597473158.0
세곡초등학교,FEMALE,1533278077.0
세명컴퓨터고등학교,MALE,114452041.0
세명컴퓨터고등학교,FEMALE,20104243.0
세종대왕기념관교차로,MALE,289413628.0
세종대왕기념관교차로,FEMALE,220383471.0
세종마을음식문화거리(금천교시장),MALE,24626785049.0
세종마을음식문화거리(금천교시장),FEMALE,22266685970.0
솔밭공원역 1번,MALE,944772854.0
솔밭공원역 1번,FEMALE,730315128.0
솔밭공원역 2번,MALE,2882712651.0
솔밭공원역 2번,FEMALE,1484283669.0
"솔샘시장(미아6,7동골목시장)",MALE,4306247473.0
"솔샘시장(미아6,7동골목시장)",FEMALE,2412396306.0
송정역,MALE,9569150083.0
송정역,FEMALE,4739860247.0
송정역 2번,MALE,898751050.0
송정역 2번,FEMALE,471754222.0
송정역 3번,MALE,7384501789.0
송정역 3번,FEMALE,3618631438.0
송정체육공원,MALE,923138783.0
송정체육공원,FEMALE,558810613.0
송중동주민센터,MALE,1314183874.0
송중동주민센터,FEMALE,802248935.0
송중초등학교,MALE,1542005666.0
송중초등학교,FEMALE,833059563.0
송천동주민센터,MALE,171026389.0
송천동주민센터,FEMALE,62677425.0
송천초등학교,MALE,658275377.0
송천초등학교,FEMALE,652448522.0
송파나루역,MALE,4186310579.0
송파나루역,FEMALE,3470991193.0
송파나루역 1번(송리단길),MALE,21287248332.0
송파나루역 1번(송리단길),FEMALE,21946176693.0
송파나루역 2번,MALE,14873013589.0
송파나루역 2번,FEMALE,9163614442.0
송파나루역 3번,MALE,267221387.0
송파나루역 3번,FEMALE,238101356.0
송파사거리(송파역),MALE,9542817027.0
송파사거리(송파역),FEMALE,6799517565.0
송파역 2번,MALE,220314426.0
송파역 2번,FEMALE,228681422.0
송파책박물관,MALE,433257193.0
송파책박물관,FEMALE,250403524.0
송화벽화시장(송화골목시장),MALE,5503687958.0
송화벽화시장(송화골목시장),FEMALE,5682564071.0
수궁동주민센터,MALE,2039465202.0
수궁동주민센터,FEMALE,1671840764.0
수락산디자인거리,MALE,20127655817.0
수락산디자인거리,FEMALE,12209806806.0
수락산역 4번,MALE,9673740989.0
수락산역 4번,FEMALE,7049071557.0
수색성당,MALE,980595465.0
수색성당,FEMALE,823810895.0
수서역,MALE,27948194352.0
수서역,FEMALE,18807166977.0
수송초등학교,MALE,4467422787.0
수송초등학교,FEMALE,3192647831.0
수유1동주민센터,MALE,1152577177.0
수유1동주민센터,FEMALE,1016333072.0
수유동우체국,MALE,2569584226.0
수유동우체국,FEMALE,1628670509.0
수유북부시장옆,MALE,715483957.0
수유북부시장옆,FEMALE,356889657.0
수유시장옆,MALE,1708356669.0
수유시장옆,FEMALE,921004519.0
수유역,MALE,95734810677.0
수유역,FEMALE,61540606516.0
수유역 2번,MALE,1809141825.0
수유역 2번,FEMALE,1021623569.0
"수유전통시장(수유시장, 수유골목시장)",MALE,5038636072.0
"수유전통시장(수유시장, 수유골목시장)",FEMALE,4356146286.0
수유중앙골목시장(수유중앙시장),MALE,1853901366.0
수유중앙골목시장(수유중앙시장),FEMALE,795068944.0
수유초등학교,MALE,4119076925.0
수유초등학교,FEMALE,2333947299.0
수일시장,MALE,1232693664.0
수일시장,FEMALE,601169784.0
수족관거리,MALE,193388969.0
수족관거리,FEMALE,125506068.0
숙대입구,MALE,12269752246.0
숙대입구,FEMALE,22688544757.0
숙대입구역 1번,MALE,2195750714.0
숙대입구역 1번,FEMALE,2055426483.0
"숙대입구역(남영역, 남영동)",MALE,10849470389.0
"숙대입구역(남영역, 남영동)",FEMALE,8777353144.0
숭곡초등학교,MALE,4524794841.0
숭곡초등학교,FEMALE,3335075457.0
숭실대입구역 1번,MALE,4474374606.0
숭실대입구역 1번,FEMALE,4044592194.0
숭실대입구역 4번,MALE,8806268193.0
숭실대입구역 4번,FEMALE,6608399439.0
숭인시장,MALE,4080827370.0
숭인시장,FEMALE,3447795915.0
시립대앞사거리,MALE,1702424615.0
시립대앞사거리,FEMALE,1057603762.0
시립서북병원,MALE,2487979566.0
시립서북병원,FEMALE,1908699543.0
시청역_1번,MALE,14486295662.0
시청역_1번,FEMALE,13396461551.0
시청역_8번,MALE,46933456000.0
시청역_8번,FEMALE,21573152749.0
시흥3동 우편취급국,MALE,269878075.0
시흥3동 우편취급국,FEMALE,31452063.0
시흥4동주민센터(서울신흥초등학교),MALE,2535880798.0
시흥4동주민센터(서울신흥초등학교),FEMALE,1885556156.0
시흥동 은행나무사거리,MALE,4171234164.0
시흥동 은행나무사거리,FEMALE,3015273377.0
시흥초등학교(시흥1동우체국),MALE,3808430858.0
시흥초등학교(시흥1동우체국),FEMALE,2400910421.0
신곡종합시장(신월6동 골목시장),MALE,1409703800.0
신곡종합시장(신월6동 골목시장),FEMALE,1031879479.0
신곡초등학교,MALE,627247807.0
신곡초등학교,FEMALE,372796393.0
신광명마을,MALE,253780367.0
신광명마을,FEMALE,69491682.0
신구중학교,MALE,3887543449.0
신구중학교,FEMALE,3045764082.0
신금호역 4번,MALE,1058214673.0
신금호역 4번,FEMALE,687409721.0
신금호역 골목형상점가,MALE,4003008814.0
신금호역 골목형상점가,FEMALE,3208449532.0
신길2동우편취급국,MALE,4006974826.0
신길2동우편취급국,FEMALE,2458575007.0
신길3동주민센터,MALE,2272499199.0
신길3동주민센터,FEMALE,1481540257.0
신길6동주민센터,MALE,4417863409.0
신길6동주민센터,FEMALE,2767855853.0
신길동홍어거리,MALE,892054792.0
신길동홍어거리,FEMALE,369796760.0
신길새마을금고신길4동지점,MALE,195185500.0
신길새마을금고신길4동지점,FEMALE,126030782.0
신길역 3번,MALE,395825475.0
신길역 3번,FEMALE,135328886.0
신내1동주민센터,MALE,16406214036.0
신내1동주민센터,FEMALE,12699206044.0
신내역 1번,MALE,1108645999.0
신내역 1번,FEMALE,663276370.0
신노량진시장(기능상실),MALE,580229238.0
신노량진시장(기능상실),FEMALE,356747374.0
신논현역,MALE,102146476082.0
신논현역,FEMALE,69758346765.0
신논현역 1번,MALE,5140189228.0
신논현역 1번,FEMALE,3244623002.0
신당 미래유산 먹거리 골목형상점가,MALE,4651334229.0
신당 미래유산 먹거리 골목형상점가,FEMALE,4377720069.0
신당역,MALE,29890294151.0
신당역,FEMALE,21159550163.0
신당역 3번,MALE,4734950477.0
신당역 3번,FEMALE,4155759484.0
신대림초등학교,MALE,420714899.0
신대림초등학교,FEMALE,269209540.0
신대방1동골목상권,MALE,3165941500.0
신대방1동골목상권,FEMALE,2778157662.0
신대방삼거리역,MALE,19338292952.0
신대방삼거리역,FEMALE,13915546998.0
신대방삼거리역 1번,MALE,201915594.0
신대방삼거리역 1번,FEMALE,244812201.0
신대방삼거리역 3번,MALE,669422796.0
신대방삼거리역 3번,FEMALE,638568607.0
신대방역 1번,MALE,1465575076.0
신대방역 1번,FEMALE,1176630456.0
신대방역 2번,MALE,12209154603.0
신대방역 2번,FEMALE,6938742083.0
신대방역 3번,MALE,217762261.0
신대방역 3번,FEMALE,113505704.0
신대방역 4번,MALE,6275011013.0
신대방역 4번,FEMALE,3519729778.0
신도림역,MALE,23901635023.0
신도림역,FEMALE,18749554022.0
신도봉시장,MALE,427921016.0
신도봉시장,FEMALE,248521056.0
신동시장,MALE,20656664.0
신동시장,FEMALE,7172955.0
신림역 1번,MALE,1096374934.0
신림역 1번,FEMALE,997120284.0
"신림역 5번(신림동주민센터, 신림동별빛거리)",MALE,11388414024.0
"신림역 5번(신림동주민센터, 신림동별빛거리)",FEMALE,5685715290.0
신림역 8번,MALE,9494739396.0
신림역 8번,FEMALE,5501183601.0
신림역(신림),MALE,50821256746.0
신림역(신림),FEMALE,32665900215.0
신림우방아파트,MALE,156701027.0
신림우방아파트,FEMALE,73456910.0
신림초등학교,MALE,123770217.0
신림초등학교,FEMALE,72478177.0
신림현대아파트,MALE,763840460.0
신림현대아파트,FEMALE,508703327.0
신림현대종합상가,MALE,118650073.0
신림현대종합상가,FEMALE,171920103.0
신목동역,MALE,1204729.0
신목동역,FEMALE,576455.0
신묵초등학교,MALE,2913691883.0
신묵초등학교,FEMALE,2121195216.0
신방화역 2번,MALE,10081012933.0
신방화역 2번,FEMALE,6780122649.0
신방화역 8번,MALE,1139228110.0
신방화역 8번,FEMALE,421881154.0
신사1동주민센터,MALE,3465367932.0
신사1동주민센터,FEMALE,2396058678.0
신사역,MALE,71332969296.0
신사역,FEMALE,49416269397.0
신사은행나무공원,MALE,823905505.0
신사은행나무공원,FEMALE,576189850.0
신서초등학교,MALE,2514568295.0
신서초등학교,FEMALE,1572879958.0
신설동역,MALE,36660042708.0
신설동역,FEMALE,18764836332.0
신설동역 12번,MALE,761653236.0
신설동역 12번,FEMALE,424911947.0
신설동역 9번,MALE,813069330.0
신설동역 9번,FEMALE,277289989.0
신성시장(신성골목시장),MALE,1973702246.0
신성시장(신성골목시장),FEMALE,872851089.0
신성초등학교,MALE,4505270866.0
신성초등학교,FEMALE,2190983131.0
신수동주민센터,MALE,315732876.0
신수동주민센터,FEMALE,309180979.0
신아타운,MALE,426964796.0
신아타운,FEMALE,456705855.0
신영시장,MALE,2212517364.0
신영시장,FEMALE,1642881227.0
신용산역(용산역),MALE,54077770628.0
신용산역(용산역),FEMALE,41332764246.0
신원동주민센터,MALE,9287907405.0
신원동주민센터,FEMALE,5366209720.0
신원시장,MALE,3662901310.0
신원시장,FEMALE,2065232359.0
신월1동우편취급국,MALE,6787809164.0
신월1동우편취급국,FEMALE,3589747697.0
신월1동주민센터,MALE,3267044695.0
신월1동주민센터,FEMALE,1415531706.0
신월1파출소,MALE,1911638389.0
신월1파출소,FEMALE,595334906.0
신월2동주민센터,MALE,397415332.0
신월2동주민센터,FEMALE,308318606.0
신월3동주민센터,MALE,3248092497.0
신월3동주민센터,FEMALE,2172065952.0
신월4동주민센터,MALE,1683052902.0
신월4동주민센터,FEMALE,831050784.0
"신월7동 골목시장(약수시장, 우성상가)",MALE,240968725.0
"신월7동 골목시장(약수시장, 우성상가)",FEMALE,94554188.0
신월7동주민센터,MALE,2749202644.0
신월7동주민센터,FEMALE,1465128965.0
신월문화체육센터,MALE,3644052622.0
신월문화체육센터,FEMALE,2427184751.0
신월시영아파트중문,MALE,58070379.0
신월시영아파트중문,FEMALE,36626026.0
신월중앙시장,MALE,1798897056.0
신월중앙시장,FEMALE,1277885364.0
신월중학교,MALE,676823193.0
신월중학교,FEMALE,422859120.0
신자초등학교,MALE,3798532282.0
신자초등학교,FEMALE,1964231171.0
신정1동 골목시장(신정제일시장),MALE,1890565670.0
신정1동 골목시장(신정제일시장),FEMALE,911480538.0
신정2동 골목시장(오목교중앙시장),MALE,108640398.0
신정2동 골목시장(오목교중앙시장),FEMALE,73733734.0
신정2동주민센터,MALE,6732978363.0
신정2동주민센터,FEMALE,4934099133.0
신정3동 골목시장,MALE,995137336.0
신정3동 골목시장,FEMALE,718675930.0
신정네거리역,MALE,29397740524.0
신정네거리역,FEMALE,16498141796.0
신정네거리역 4번,MALE,1275055084.0
신정네거리역 4번,FEMALE,605759494.0
신정롯데캐슬아파트,MALE,6460223347.0
신정롯데캐슬아파트,FEMALE,4450261083.0
신정역 1번,MALE,414826985.0
신정역 1번,FEMALE,293236787.0
신정역 5번,MALE,1953251479.0
신정역 5번,FEMALE,1074794697.0
신중초등학교,MALE,592080220.0
신중초등학교,FEMALE,365895150.0
신진과학기술고등학교,MALE,1138748614.0
신진과학기술고등학교,FEMALE,651267710.0
신창초등학교,MALE,5478798157.0
신창초등학교,FEMALE,3506735337.0
신촌 상인회(신촌상점가),MALE,1203899294.0
신촌 상인회(신촌상점가),FEMALE,1342982700.0
신촌역 6번,MALE,471455669.0
신촌역 6번,FEMALE,334385148.0
"신촌역(신촌역, 신촌로터리)",MALE,92949322520.0
"신촌역(신촌역, 신촌로터리)",FEMALE,87383611511.0
신풍역 1번,MALE,8251939291.0
신풍역 1번,FEMALE,4842095147.0
신풍역 2번,MALE,923401773.0
신풍역 2번,FEMALE,412604072.0
신풍역 3번,MALE,772020044.0
신풍역 3번,FEMALE,404422197.0
신한은행 방학동지점,MALE,1690363731.0
신한은행 방학동지점,FEMALE,716572337.0
신한은행 신월동지점,MALE,11008933450.0
신한은행 신월동지점,FEMALE,6362721580.0
신흥시장,MALE,1742216029.0
신흥시장,FEMALE,2687039427.0
쌍문2동우체국,MALE,5486182827.0
쌍문2동우체국,FEMALE,3874549678.0
쌍문시장(쌍문역골목시장),MALE,8793090052.0
쌍문시장(쌍문역골목시장),FEMALE,8110382676.0
쌍문역1번(쌍리단길),MALE,4742574450.0
쌍문역1번(쌍리단길),FEMALE,4747889173.0
쌍문역동측상점가,MALE,9696961446.0
쌍문역동측상점가,FEMALE,7661366687.0
쌍문역둘리상점가,MALE,6250815871.0
쌍문역둘리상점가,FEMALE,4167811463.0
쌍문초등학교,MALE,595984706.0
쌍문초등학교,FEMALE,379069225.0
아래방죽마을공원(율현초등학교),MALE,618756349.0
아래방죽마을공원(율현초등학교),FEMALE,639397402.0
아차산역,MALE,22324158459.0
아차산역,FEMALE,18062475329.0
아차산역 1번,MALE,3979182867.0
아차산역 1번,FEMALE,2383870731.0
아카데미하우스,MALE,4369942612.0
아카데미하우스,FEMALE,4609939498.0
아현가구거리상점가,MALE,1639830432.0
아현가구거리상점가,FEMALE,661725066.0
아현시장,MALE,2142940186.0
아현시장,FEMALE,1800359796.0
아현역 1번,MALE,1436044157.0
아현역 1번,FEMALE,965226077.0
아현역 2번,MALE,2333281184.0
아현역 2번,FEMALE,1136589616.0
아현역 4번,MALE,459636113.0
아현역 4번,FEMALE,29106069.0
안암역,MALE,10028936455.0
안암역,FEMALE,7885650187.0
안암역 2번,MALE,10109240841.0
안암역 2번,FEMALE,8923515263.0
안암역 3번,MALE,22348095469.0
안암역 3번,FEMALE,13995029188.0
암사동성당(효정하나플러스아파트),MALE,2871923943.0
암사동성당(효정하나플러스아파트),FEMALE,1642663817.0
암사역,MALE,24406809746.0
암사역,FEMALE,16290911396.0
암사역 1번,MALE,5563800962.0
암사역 1번,FEMALE,3230119025.0
암사역 2번(서울강동초등학교),MALE,10617528349.0
암사역 2번(서울강동초등학교),FEMALE,5908159628.0
암사역 3번(천호동자전거거리),MALE,6001133064.0
암사역 3번(천호동자전거거리),FEMALE,2366275254.0
암사역 4번(삼성광나루아파트),MALE,1033677565.0
암사역 4번(삼성광나루아파트),FEMALE,740628370.0
암사종합시장,MALE,6474350557.0
암사종합시장,FEMALE,5835128746.0
압구정로데오역(압구정로데오),MALE,74038834390.0
압구정로데오역(압구정로데오),FEMALE,63352917965.0
압구정역,MALE,34776167918.0
압구정역,FEMALE,30605145728.0
약수시장,MALE,6829856591.0
약수시장,FEMALE,4043204395.0
약수역,MALE,24361637731.0
약수역,FEMALE,17216879827.0
약수역 7번,MALE,2600836704.0
약수역 7번,FEMALE,1428667361.0
양목초등학교,MALE,264283401.0
양목초등학교,FEMALE,109642479.0
양원초등학교,MALE,765910580.0
양원초등학교,FEMALE,219355499.0
양재근린공원(양재2동주민센터),MALE,205930103.0
양재근린공원(양재2동주민센터),FEMALE,149943763.0
"양재시민의숲역(양재동꽃시장, aT센터)",MALE,27152482067.0
"양재시민의숲역(양재동꽃시장, aT센터)",FEMALE,14106118985.0
양재시장,MALE,2685284520.0
